,CBSA Name,Latitude,Longitude
185486,"Joplin, MO",37.098678,-94.616902
186025,"Hannibal, MO",39.722256,-91.373471
186124,"Maryville, MO",40.351409,-94.883587
186143,"Sedalia, MO",38.709488,-93.227973
186163,"Rolla, MO",38.953651,-91.774339
186223,"Moberly, MO",39.515312,-92.649901
186646,"Farmington, MO",37.845339,-90.50594
187061,"Sikeston, MO",36.881467,-89.581466
187293,"Branson, MO",36.6375,-93.283333
189518,"Great Falls, MT",47.494318,-111.303317
190078,"Kalispell, MT",48.366552,-114.190705
190393,"Bozeman, MT",45.666576,-111.025276
190628,"Havre, MT",48.549921,-109.675276
190629,"Helena, MT",46.567679,-111.91282
191745,"Missoula, MT",46.873535,-113.995943
193343,"Butte-Silver Bow, MT",45.994619,-112.513664
193886,"Billings, MT",45.765507,-108.575693
194210,"Hastings, NE",40.587508,-98.392036
194214,"Kearney, NE",40.697791,-99.080922
194311,"Lexington, NE",40.859451,-99.988178
194328,"Fremont, NE",41.433616,-96.496701
194765,"Beatrice, NE",40.267222,-96.750304
194844,"Grand Island, NE",40.925012,-98.339784
194872,"Lincoln, NE",40.556112,-96.630297
195154,"North Platte, NE",40.95639,-100.983205
195168,"Norfolk, NE",42.033338,-97.416997
195184,"Columbus, NE",41.43029,-97.359486
195221,"Scottsbluff, NE",41.864967,-103.664943
195449,"Fallon, NV",39.444085,-118.802097
195453,"Las Vegas-Henderson-Paradise, NV",35.982202,-114.835819
196307,"Gardnerville Ranchos, NV",38.952681,-119.778497
196359,"Elko, NV",40.83963,-115.747021
196486,"Winnemucca, NV",40.974625,-117.737907
196500,"Fernley, NV",38.985185,-119.185425
196605,"Pahrump, NV",38.879641,-117.922056
196619,"Reno, NV",39.562412,-119.51629
197294,"Carson City, NV",39.163799,-119.764903
197319,"Laconia, NH",43.683299,-71.516132
197406,"Keene, NH",42.917582,-71.999525
197470,"Berlin, NH-VT",44.470614,-71.168132
197755,"Claremont-Lebanon, NH-VT",,
197854,"Manchester-Nashua, NH",43.118027,-71.898927
198579,"Concord, NH",43.103416,-71.463402
199659,"Atlantic City-Hammonton, NJ",39.433074,-74.666265
199786,"New York-Newark-Jersey City, NY-NJ-PA",40.808434,-73.992361
201568,"Ocean City, NJ",39.100392,-74.802944
201574,"Vineland-Bridgeton, NJ",39.428076,-75.238783
203069,"Trenton, NJ",40.230841,-74.725706
206494,"Allentown-Bethlehem-Easton, PA-NJ",40.838432,-74.837389
206555,"Albuquerque, NM",35.085879,-106.645025
207766,"Roswell, NM",33.397893,-104.469402
207857,"Grants, NM",35.167279,-107.895345
207878,"Clovis, NM",34.401466,-103.207449
207881,"Las Cruces, NM",32.003712,-106.602215
208156,"Carlsbad-Artesia, NM",32.76678,-104.45052
208249,"Silver City, NM",32.75952,-108.131988
208315,"Hobbs, NM",32.416812,-103.200471
208366,"Ruidoso, NM",32.930397,-103.345776
208432,"Los Alamos, NM",35.881413,-106.319751
208505,"Deming, NM",32.267309,-107.755863
208521,"Gallup, NM",35.526134,-108.738418
208636,"Alamogordo, NM",32.899843,-105.959719
208650,"Espa¤ola, NM",35.992245,-106.089468
208943,"Farmington, NM",36.370843,-107.975065
209233,"Las Vegas, NM",35.591155,-105.230008
209235,"Santa Fe, NM",35.681975,-105.936133
209354,"Taos, NM",36.39421,-105.581676
209450,"Albany-Schenectady-Troy, NY",42.64851,-73.775963
211516,"Binghamton, NY",42.099161,-75.906012
211629,"Olean, NY",42.028058,-78.62777
211713,"Auburn, NY",42.935345,-76.569942
211720,"Jamestown-Dunkirk-Fredonia, NY",42.479224,-79.33421
211810,"Elmira, NY",,
211863,"Plattsburgh, NY",44.501992,-73.482635
211869,"Hudson, NY",42.240818,-73.644547
211893,"Cortland, NY",42.596737,-76.175762
211964,"Buffalo-Cheektowaga-Niagara Falls, NY",43.020892,-78.483913
213388,"Malone, NY",44.845251,-74.298717
213441,"Gloversville, NY",43.051926,-74.342898
213449,"Batavia, NY",43.00506,-78.176683
213472,"Utica-Rome, NY",,
213496,"Watertown-Fort Drum, NY",43.981925,-75.609879
213898,"Rochester, NY",42.87173,-77.74028
213903,"Syracuse, NY",43.083124,-75.746574
214723,"Amsterdam, NY",42.934149,-74.18456
217738,"Oneonta, NY",42.694708,-74.91403
219948,"Ogdensburg-Massena, NY",44.936086,-74.874569
220085,"Seneca Falls, NY",42.910622,-76.795233
220089,"Corning, NY",42.139796,-77.049134
220731,"Ithaca, NY",42.443684,-76.497719
220801,"Kingston, NY",41.718048,-74.386797
220873,"Glens Falls, NY",43.306366,-73.64565
221439,"Burlington, NC",36.083141,-79.419205
221467,"Hickory-Lenoir-Morganton, NC",35.922314,-81.169815
221562,"Washington, NC",35.426278,-76.739655
221599,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",34.265121,-78.027781
221621,"Asheville, NC",,
222124,"Charlotte-Concord-Gastonia, NC-SC",35.411212,-80.581188
222240,"Elizabeth City, NC",36.328129,-76.174661
222245,"Morehead City, NC",34.7221,-76.707534
222722,"Durham-Chapel Hill, NC",35.717592,-79.175588
222838,"Shelby, NC",35.316772,-81.66511
222881,"New Bern, NC",35.236486,-77.134972
222892,"Fayetteville, NC",35.090382,-78.791412
223142,"Kill Devil Hills, NC",35.845637,-75.564366
223203,"Winston-Salem, NC",35.822632,-81.26314
223949,"Rocky Mount, NC",35.979321,-77.781367
224757,"Raleigh, NC",36.096189,-78.463719
224951,"Virginia Beach-Norfolk-Newport News, VA-NC",36.413684,-76.757734
224962,"Oxford, NC",36.141111,-78.768056
225040,"Greensboro-High Point, NC",,
225402,"Roanoke Rapids, NC",36.478407,-77.649705
225412,"Dunn, NC",35.306667,-78.606667
225726,"Cullowhee, NC",35.377327,-83.229047
225850,"Sanford, NC",35.48343,-79.180312
226055,"Kinston, NC",35.269542,-77.613042
226184,"Marion, NC",35.641488,-82.180403
228317,"Pinehurst-Southern Pines, NC",35.3501,-79.416985
228333,"Wilmington, NC",34.2562,-77.94725
228698,"Jacksonville, NC",34.753441,-77.431372
228811,"Greenville, NC",35.583147,-77.600263
229068,"Rockingham, NC",34.93622,-79.763664
229076,"Lumberton, NC",34.623726,-79.000864
229597,"Forest City, NC",35.333437,-81.866505
229633,"Laurinburg, NC",34.779279,-79.463655
229641,"Albemarle, NC",35.350935,-80.197565
229654,"Mount Airy, NC",36.250085,-80.853138
229705,"Brevard, NC",35.22233,-82.780422
229727,"Henderson, NC",36.333412,-78.416396
230953,"Boone, NC",36.212587,-81.681775
230969,"Goldsboro, NC",,
231004,"North Wilkesboro, NC",36.166754,-81.152592
231010,"Wilson, NC",35.693979,-77.862215
231268,"Dickinson, ND",46.949677,-103.515037
231557,"Bismarck, ND",46.807468,-100.782717
233023,"Wahpeton, ND-MN",46.273594,-96.609786
233075,"Jamestown, ND",46.90831,-98.709311
233093,"Minot, ND",48.241636,-101.296917
233124,"Williston, ND",48.146902,-103.619222
233207,"Lima, OH",40.757523,-84.067676
233247,"Ashland, OH",40.867822,-82.318519
233248,"Ashtabula, OH",41.534733,-80.865346
233280,"Athens, OH",39.329867,-82.100937
233320,"Wapakoneta, OH",40.561546,-84.37219
233322,"Wheeling, WV-OH",40.018916,-80.739235
233898,"Canton-Massillon, OH",40.69283,-81.185595
233906,"Urbana, OH",40.10728,-83.752708
233907,"Springfield, OH",40.00103,-83.80456
234021,"Wilmington, OH",39.298528,-83.99262
234038,"Salem, OH",40.88741,-80.694817
234330,"Coshocton, OH",40.278637,-81.870383
234351,"Bucyrus, OH",40.916964,-82.997641
234352,"Cleveland-Elyria, OH",41.487009,-81.497147
236222,"Greenville, OH",40.103087,-84.631307
236228,"Defiance, OH",41.284185,-84.341296
236246,"Columbus, OH",40.295617,-83.064353
236252,"Sandusky, OH",41.450571,-82.711796
236263,"Washington Court House, OH",39.448371,-83.362377
236960,"Toledo, OH",41.57588,-83.9959
237058,"Point Pleasant, WV-OH",38.94618,-82.122
237160,"Dayton, OH",39.792812,-84.026843
237213,"Cambridge, OH",40.037016,-81.602901
238624,"Findlay, OH",41.033386,-83.650488
238744,"Norwalk, OH",41.221208,-82.590356
238760,"Jackson, OH",39.061749,-82.651836
238765,"Weirton-Steubenville, WV-OH",40.26157,-80.6335
239317,"Mount Vernon, OH",40.310025,-82.691724
239869,"Bellefontaine, OH",40.361567,-83.762289
240691,"Youngstown-Warren-Boardman, OH-PA",41.075337,-80.594239
240967,"Marion, OH",40.571148,-83.128724
241065,"Celina, OH",40.552547,-84.551622
241757,"Zanesville, OH",39.86118,-81.907635
241846,"Port Clinton, OH",41.658447,-82.820899
241900,"Akron, OH",41.145572,-81.342307
242047,"Mansfield, OH",40.765613,-82.500169
242126,"Chillicothe, OH",39.336453,-82.986846
242148,"Fremont, OH",41.35696,-83.133199
242193,"Portsmouth, OH",38.752412,-82.936797
242527,"Tiffin, OH",41.156443,-83.414648
242537,"Sidney, OH",40.298145,-84.1629
243826,"New Philadelphia-Dover, OH",40.536731,-81.493451
243894,"Marietta, OH",39.271464,-81.588181
244155,"Wooster, OH",40.842241,-81.791212
244311,"Elk City, OK",35.294495,-99.634819
244314,"Durant, OK",33.945379,-96.405726
244349,"Oklahoma City, OK",35.504499,-97.750044
244458,"Ardmore, OK",34.183705,-97.14807
244495,"Tahlequah, OK",35.925369,-94.929955
244638,"Lawton, OK",34.598408,-98.403942
244775,"Tulsa, OK",35.999812,-96.105833
244796,"Weatherford, OK",35.515328,-98.965084
244955,"Enid, OK",36.390312,-97.900892
245223,"Altus, OK",34.634237,-99.336475
245234,"Ponca City, OK",36.808645,-97.064205
246208,"Muskogee, OK",35.747322,-95.62887
247578,"Miami, OK",36.879238,-94.877464
247678,"Stillwater, OK",36.112829,-97.074757
247697,"McAlester, OK",34.93594,-95.753874
247893,"Ada, OK",34.775087,-96.662789
247912,"Shawnee, OK",35.416205,-96.906688
248018,"Duncan, OK",34.518444,-97.969772
248027,"Guymon, OK",36.679499,-101.487111
249303,"Bartlesville, OK",36.749238,-95.97972
249344,"Woodward, OK",36.435345,-99.38649
249358,"Corvallis, OR",44.546471,-123.364524
249503,"Portland-Vancouver-Hillsboro, OR-WA",45.412863,-122.664522
249649,"Astoria, OR",46.188958,-123.837073
249795,"Coos Bay, OR",43.366193,-124.219248
249811,"Prineville, OR",44.299787,-120.844773
249961,"Brookings, OR",42.833417,-124.501467
250083,"Bend-Redmond, OR",44.060939,-121.31029
250321,"Roseburg, OR",43.254814,-123.350888
250499,"Hood River, OR",45.68513,-121.52739
250502,"Medford, OR",42.197053,-122.717796
251006,"Grants Pass, OR",42.442878,-123.325594
251149,"Klamath Falls, OR",42.228729,-121.77527
251706,"Eugene, OR",43.796756,-123.062001
252632,"Newport, OR",44.633129,-124.051213
252726,"Albany, OR",44.638139,-123.097853
252785,"Ontario, OR-ID",44.0334,-116.9697
252787,"Salem, OR",44.949842,-123.049541
256026,"Hermiston-Pendleton, OR",45.6704,-118.790801
256086,"La Grande, OR",45.32013,-118.087995
256634,"The Dalles, OR",45.599543,-121.183928
257418,"Gettysburg, PA",39.92002,-77.30968
257746,"Pittsburgh, PA",40.491409,-80.061711
259637,"Reading, PA",40.511111,-75.786111
260234,"Altoona, PA",,
260369,"Sayre, PA",41.878946,-79.635606
261496,"Johnstown, PA",,
261853,"State College, PA",40.811389,-77.877028
262360,"DuBois, PA",,
262378,"Lock Haven, PA",,
262406,"Harrisburg-Carlisle, PA",40.252222,-77.140472
263254,"St. Marys, PA",41.597506,-78.76722
263259,"Erie, PA",,
263691,"Chambersburg-Waynesboro, PA",39.961111,-77.475556
263708,"Indiana, PA",,
263788,"Scranton--Wilkes-Barre--Hazleton, PA",,
264163,"Lancaster, PA",40.050104,-75.749661
264715,"New Castle, PA",40.860031,-80.279092
264769,"Lebanon, PA",40.337328,-76.383447
265502,"Williamsport, PA",,
265641,"Bradford, PA",41.666672,-78.679717
265763,"East Stroudsburg, PA",40.860004,-75.429614
270137,"Pottsville, PA",40.779452,-76.356867
270150,"Somerset, PA",39.983357,-79.249743
270220,"Lewisburg, PA",40.95517,-76.88189
270299,"Warren, PA",41.867505,-79.076951
271213,"York-Hanover, PA",39.962518,-76.727994
275326,"Greenwood, SC",34.325318,-82.386376
275475,"Greenville-Anderson-Mauldin, SC",34.503778,-82.652939
275533,"Hilton Head Island-Bluffton-Beaufort, SC",32.436537,-80.677023
275589,"Charleston-North Charleston, SC",32.9682,-79.93788
276614,"Gaffney, SC",35.069017,-81.656487
276988,"Walterboro, SC",33.045995,-80.91649
277002,"Florence, SC",34.30369,-79.86723
277005,"Dillon, SC",34.420552,-79.37651
277094,"Columbia, SC",34.269485,-80.912336
277248,"Georgetown, SC",33.377165,-79.289464
278670,"Newberry, SC",34.278859,-81.616745
278673,"Seneca, SC",34.805261,-83.2377
278700,"Orangeburg, SC",33.496237,-80.868077
279503,"Spartanburg, SC",34.947726,-81.932555
279650,"Sumter, SC",33.922369,-80.337735
279872,"Huron, SD",44.361928,-98.225368
279873,"Brookings, SD",44.318579,-96.778665
279893,"Aberdeen, SD",45.459698,-98.483705
279924,"Vermillion, SD",42.78943,-96.90383
279926,"Watertown, SD",44.891631,-97.117018
279942,"Rapid City, SD",43.722738,-103.931407
280308,"Mitchell, SD",43.715263,-98.025653
280362,"Pierre, SD",44.366371,-100.346244
280468,"Spearfish, SD",44.581443,-103.762482
280493,"Sioux Falls, SD",43.547475,-96.729217
281725,"Yankton, SD",42.866665,-97.382003
281727,"Knoxville, TN",36.018149,-84.175741
281835,"Shelbyville, TN",35.484444,-86.462222
282099,"Cleveland, TN",35.28233,-84.759371
282188,"Johnson City, TN",36.346219,-82.219577
282207,"Nashville-Davidson--Murfreesboro--Franklin, TN",36.450364,-87.121944
282241,"Newport, TN",35.868706,-83.123209
282244,"Tullahoma-Manchester, TN",35.362023,-86.209157
282286,"Crossville, TN",35.944539,-85.017712
283435,"Dyersburg, TN",36.034537,-89.38257
283490,"Humboldt, TN",35.821765,-88.904499
283534,"Greeneville, TN",36.161491,-82.829597
283579,"Morristown, TN",36.206481,-83.303781
284095,"Kingsport-Bristol-Bristol, TN-VA",36.388986,-82.934052
284112,"Brownsville, TN",35.685911,-89.398683
284130,"Paris, TN",36.500918,-88.449485
284708,"Lawrenceburg, TN",35.257888,-87.313061
285157,"Athens, TN",35.443129,-84.595767
285201,"Jackson, TN",35.602295,-88.815058
285327,"Lewisburg, TN",35.547849,-86.716665
285778,"Cookeville, TN",36.173672,-85.50942
285848,"Dayton, TN",35.61785,-84.791055
286402,"Sevierville, TN",35.78593,-83.544333
287949,"McMinnville, TN",35.681212,-85.778847
287993,"Martin, TN",36.239784,-88.634499
288167,"Lufkin, TX",31.17991,-94.79049
288295,"San Antonio-New Braunfels, TX",29.162997,-98.589158
288302,"Beeville, TX",28.419168,-97.752801
288340,"Killeen-Temple, TX",31.156667,-97.408333
289289,"Houston-The Woodlands-Sugar Land, TX",29.395278,-95.235556
289577,"College Station-Bryan, TX",30.674722,-96.370833
289929,"Brownwood, TX",31.729344,-99.017015
290022,"Austin-Round Rock, TX",29.888276,-97.87806
290041,"Port Lavaca, TX",28.675273,-96.566921
290082,"Brownsville-Harlingen, TX",,
290935,"Amarillo, TX",35.182552,-101.6224
291459,"Dallas-Fort Worth-Arlington, TX",33.145,-96.822778
295074,"Odessa, TX",31.873458,-102.346254
296457,"El Paso, TX",31.760942,-106.483875
302309,"Fredericksburg, TX",30.262583,-98.629028
302317,"Pampa, TX",35.5525,-100.958333
302356,"Sherman-Denison, TX",33.756944,-96.535278
302451,"Longview, TX",32.378696,-94.711813
302634,"Plainview, TX",34.180833,-101.736389
302672,"Beaumont-Port Arthur, TX",30.368889,-94.315556
310889,"Marshall, TX",,
311416,"McAllen-Edinburg-Mission, TX",26.205833,-98.241667
312100,"Big Spring, TX",32.248056,-101.466667
312265,"Borger, TX",36.053092,-101.284605
315211,"Abilene, TX",32.9425,-99.799444
315520,"Kingsville, TX",27.426981,-97.298692
315610,"Lubbock, TX",33.590851,-101.847594
316008,"Waco, TX",31.55713,-97.122515
316158,"Bay City, TX",28.685545,-95.973573
316244,"Eagle Pass, TX",,
316305,"Midland, TX",32.006389,-102.070833
316667,"Dumas, TX",35.860278,-101.963611
316709,"Nacogdoches, TX",31.628056,-94.647222
316749,"Corsicana, TX",32.091944,-96.466389
316807,"Corpus Christi, TX",27.777222,-97.423611
318612,"Snyder, TX",32.706667,-100.910556
318650,"Tyler, TX",32.356002,-95.307742
321454,"Mount Pleasant, TX",33.18,-94.976944
321502,"San Angelo, TX",31.465,-100.4375
323252,"Del Rio, TX",,
323306,"Victoria, TX",28.820556,-96.984444
323371,"Huntsville, TX",30.723333,-95.544722
323414,"Laredo, TX",27.525,-99.501389
323758,"Wichita Falls, TX",33.910653,-98.496165
324091,"Ogden-Clearfield, UT",41.515768,-112.018835
324412,"Price, UT",39.615243,-110.800714
325649,"Cedar City, UT",37.677477,-113.059671
325668,"Provo-Orem, UT",39.484124,-112.020488
325715,"Salt Lake City, UT",40.661058,-111.989661
327103,"Vernal, UT",39.937466,-109.325121
327792,"St. George, UT",37.049981,-113.600791
328298,"Bennington, VT",42.876469,-73.071215
328465,"Burlington-South Burlington, VT",44.481359,-73.193682
331376,"Rutland, VT",43.606084,-72.978682
332094,"Barre, VT",44.195246,-72.496716
333062,"Charlottesville, VA",38.07657,-78.50397
333077,"Richmond, VA",,
333078,"Lynchburg, VA",37.413394,-79.122804
333257,"Staunton-Waynesboro, VA",38.135965,-79.045861
333272,"Roanoke, VA",37.532004,-79.677821
334119,"Winchester, VA-WV",39.255935,-78.083889
334275,"Blacksburg-Christiansburg-Radford, VA",37.374787,-80.670074
334811,"Martinsville, VA",36.766463,-80.001444
335118,"Danville, VA",36.828683,-79.372813
335369,"Harrisonburg, VA",38.662263,-78.793066
335422,"Bluefield, WV-VA",37.250068,-81.277594
335483,"Big Stone Gap, VA",36.974241,-82.47041
337812,"Othello, WA",47.111786,-118.769163
337863,"Kennewick-Richland, WA",46.227079,-119.22307
337891,"Wenatchee, WA",47.420937,-120.322273
337941,"Port Angeles, WA",47.999795,-124.567994
338935,"Walla Walla, WA",46.531386,-118.217746
338940,"Longview, WA",46.145912,-122.909268
339210,"Moses Lake, WA",47.322056,-119.553914
339240,"Aberdeen, WA",46.974512,-123.814313
339275,"Oak Harbor, WA",48.290934,-122.637391
339290,"Seattle-Tacoma-Bellevue, WA",47.333139,-122.228718
341916,"Bremerton-Silverdale, WA",47.565635,-122.624292
341936,"Ellensburg, WA",46.995404,-120.548681
342163,"Centralia, WA",46.719243,-122.95567
342256,"Shelton, WA",47.213964,-123.100409
342384,"Spokane-Spokane Valley, WA",48.866802,-117.369155
343353,"Mount Vernon-Anacortes, WA",48.49147,-122.60598
344199,"Olympia-Tumwater, WA",47.0373,-122.808451
344366,"Bellingham, WA",48.857888,-122.693232
344778,"Pullman, WA",46.880133,-117.364391
344824,"Yakima, WA",46.650936,-120.530041
345368,"Beckley, WV",38.126219,-81.242887
345502,"Clarksburg, WV",39.290645,-80.347868
345520,"Charleston, WV",38.33644,-81.608156
346075,"Fairmont, WV",39.473365,-80.175885
346302,"Morgantown, WV",39.623971,-79.955619
346636,"Parkersburg-Vienna, WV",39.34087,-81.545652
346769,"Green Bay, WI",44.532215,-87.980103
347084,"Appleton, WI",44.030269,-88.157045
347086,"Eau Claire, WI",44.885794,-91.592109
347100,"Madison, WI",43.383336,-89.400078
347655,"Beaver Dam, WI",43.46611,-88.62111
348625,"Menomonie, WI",44.684685,-91.811835
348756,"Fond du Lac, WI",43.778058,-88.445323
348880,"Platteville, WI",42.579444,-90.604017
348965,"Watertown-Fort Atkinson, WI",43.001393,-88.812327
349265,"La Crosse-Onalaska, WI-MN",,
349342,"Merrill, WI",45.448301,-89.720969
349357,"Manitowoc, WI",44.091384,-87.661195
349637,"Wausau, WI",45.028301,-89.653456
349754,"Shawano, WI",44.876372,-88.62566
349757,"Milwaukee-Waukesha-West Allis, WI",43.038617,-87.92086
351759,"Stevens Point, WI",44.513055,-89.585086
351787,"Racine, WI",42.677239,-88.27787
351955,"Janesville-Beloit, WI",42.500848,-89.040388
352138,"Baraboo, WI",43.524148,-90.000126
352215,"Sheboygan, WI",43.709718,-87.740364
352480,"Whitewater-Elkhorn, WI",42.594453,-88.436433
352743,"Oshkosh-Neenah, WI",44.2,-88.416712
352821,"Wisconsin Rapids-Marshfield, WI",44.664998,-90.198997
352972,"Laramie, WY",41.30247,-105.596439
353156,"Gillette, WY",44.227449,-105.463963
354169,"Riverton, WY",43.558287,-109.684047
354477,"Cheyenne, WY",41.136846,-104.818239
354843,"Casper, WY",42.851064,-106.325088
355134,"Sheridan, WY",44.797161,-106.949853
355590,"Rock Springs, WY",41.516889,-109.467396
356055,"Jackson, WY-ID",43.699919,-110.734129
356326,"Evanston, WY",41.26689,-110.975738
356472,"Adjuntas, PR",,
356509,"Aguadilla-Isabela, PR",18.432168,-66.959901
356510,"Arecibo, PR",18.457039,-66.696693
356518,"San Juan-Carolina-Caguas, PR",18.433431,-66.58141
357145,"Ponce, PR",17.971633,-66.906009
357146,"Guayama, PR",18.293842,-65.790996
357534,"Mayaguez, PR",18.210936,-67.13893
357647,"Coco, PR",17.963756,-66.254208
